,T (degC)
171911,2.05
171917,1.59
171923,1.13
171929,0.63
171935,0.12
171941,-0.18
171947,-0.4
171953,-0.7
171959,-1.14
171965,-0.94
171971,-0.49
171977,0.0
171983,1.36
171989,1.8
171995,2.44
172001,2.76
172007,2.78
172013,3.13
172019,4.29
172025,4.62
172031,4.47
172037,4.83
172043,4.09
172049,2.94
172055,1.62
172061,-0.26
172067,-1.28
172073,-1.88
172079,-2.36
172085,-2.95
172091,-3.84
172097,-3.0
172103,-2.61
172109,-1.43
172115,-0.88
172121,0.37
172127,3.42
172133,6.46
172139,7.66
172145,7.37
172151,6.62
172157,7.32
172163,6.99
172169,7.15
172175,7.13
172181,7.36
172187,6.53
172193,6.39
172199,6.59
172205,6.73
172211,6.74
172217,7.27
172223,7.48
172229,7.93
172235,7.99
172241,7.97
172247,7.97
172253,8.01
172259,7.96
172265,8.26
172271,9.3
172277,12.02
172283,13.67
172289,13.83
172295,14.38
172301,15.47
172307,16.55
172313,18.31
172319,18.41
172325,18.38
172331,17.4
172337,16.63
172343,16.37
172349,14.45
172355,12.8
172361,12.41
172367,12.04
172373,11.05
172379,10.72
172385,10.27
172391,10.12
172397,9.8
172403,9.4
172409,9.59
172415,9.07
172421,9.02
172427,9.11
172433,9.1
172439,9.72
172445,10.11
172451,10.26
172457,10.64
172463,9.36
172469,8.25
172475,8.62
172481,8.25
172487,7.54
172493,7.54
172499,7.18
172505,6.92
172511,6.72
172517,6.47
172523,6.4
172529,6.28
172535,6.16
172541,6.05
172547,5.73
172553,5.96
172559,6.59
172565,7.85
172571,9.74
172577,10.83
172583,12.2
172589,11.82
172595,12.36
172601,7.38
172607,9.12
172613,8.08
172619,8.48
172625,7.37
172631,7.14
172637,5.73
172643,5.99
172649,5.77
172655,5.69
172661,5.13
172667,5.23
172673,4.69
172679,4.64
172685,5.01
172691,5.34
172697,5.68
172703,6.22
172709,6.9
172715,7.59
172721,8.22
172727,9.63
172733,10.47
172739,10.14
172745,10.76
172751,11.46
172757,10.65
172763,10.6
172769,8.99
172775,7.81
172781,6.4
172787,5.02
172793,3.94
172799,2.77
172805,1.87
172811,0.73
172817,0.66
172823,0.15
172829,-0.23
172835,-0.88
172841,-0.11
172847,4.03
172853,7.53
172859,10.0
172865,10.12
172871,10.68
172877,11.15
172883,11.19
172889,11.22
172895,11.42
172901,11.22
172907,10.75
172913,10.05
172919,9.34
172925,8.6
172931,8.11
172937,7.54
172943,7.04
172949,6.13
172955,5.57
172961,4.79
172967,4.8
172973,4.33
172979,4.59
172985,4.92
172991,5.56
172997,7.07
173003,8.25
173009,9.24
173015,10.21
173021,9.48
173027,9.81
173033,10.06
173039,10.26
173045,9.5
173051,9.59
173057,9.41
173063,9.33
173069,8.86
173075,8.96
173081,8.56
173087,7.76
173093,6.36
173099,5.47
173105,5.02
173111,4.59
173117,4.22
173123,4.92
173129,5.08
173135,4.71
173141,4.81
173147,4.92
173153,6.06
173159,7.21
173165,7.67
173171,8.3
173177,8.28
173183,8.37
173189,8.2
173195,7.55
173201,5.73
173207,5.16
173213,4.03
173219,3.29
173225,2.86
173231,2.35
173237,1.89
173243,-0.18
173249,-1.25
173255,-1.23
173261,-2.27
173267,-0.9
173273,0.05
173279,3.29
173285,5.52
173291,6.49
173297,7.87
173303,7.77
173309,8.99
173315,9.34
173321,9.72
173327,10.08
173333,10.3
173339,9.57
173345,8.89
173351,7.88
173357,7.03
173363,6.19
173369,5.52
173375,4.77
173381,4.08
173387,3.3
173393,2.71
173399,2.44
173405,2.38
173411,2.92
173417,5.06
173423,6.12
173429,7.61
173435,8.65
173441,9.37
173447,9.8
173453,9.89
173459,10.33
173465,10.33
173471,10.49
173477,10.82
173483,10.31
173489,9.67
173495,8.82
173501,7.65
173507,6.02
173513,5.65
173519,4.24
173525,3.74
173531,1.64
173537,1.06
173543,0.61
173549,1.15
173555,2.45
173561,2.9
173567,4.92
173573,8.47
173579,10.08
173585,13.67
173591,14.44
173597,15.7
173603,15.85
173609,15.76
173615,15.49
173621,15.22
173627,15.19
173633,13.0
173639,11.79
173645,11.54
173651,10.22
173657,8.53
173663,7.9
173669,7.34
173675,6.89
173681,8.13
173687,6.84
173693,5.99
173699,5.65
173705,7.03
173711,7.86
173717,8.9
173723,10.01
173729,10.99
173735,12.47
173741,12.81
173747,12.31
173753,12.5
173759,13.17
173765,13.61
173771,13.42
173777,12.03
173783,10.38
173789,9.55
173795,8.9
173801,8.07
173807,7.19
173813,6.81
173819,5.78
173825,5.44
173831,5.01
173837,4.31
173843,5.33
173849,7.17
173855,10.87
173861,11.44
173867,11.82
173873,12.16
173879,12.4
173885,12.81
173891,12.68
173897,12.05
173903,12.74
173909,13.49
173915,8.83
173921,7.97
173927,6.71
173933,6.63
173939,6.46
173945,7.26
173951,7.79
173957,7.2
173963,6.5
173969,6.24
173975,5.38
173981,5.18
173987,6.47
173993,7.83
173999,8.5
174005,9.47
174011,10.29
174017,10.3
174023,10.81
174029,11.18
174035,11.74
174041,12.58
174047,12.37
174053,11.73
174059,11.09
174065,9.65
174071,8.42
174077,8.24
174083,7.27
174089,6.62
174095,6.36
174101,5.34
174107,4.93
174113,4.17
174119,3.87
174125,3.52
174131,3.88
174137,6.35
174143,7.28
174149,8.56
174155,9.02
174161,10.46
174167,11.38
174173,11.57
174179,10.03
174185,12.79
174191,12.25
174197,12.45
174203,12.13
174209,9.17
174215,7.62
174221,6.91
174227,5.93
174233,5.15
174239,5.12
174245,5.32
174251,5.62
174257,5.66
174263,5.42
174269,4.62
174275,6.86
174281,7.81
174287,8.72
174293,9.9
174299,10.37
174305,10.21
174311,10.73
174317,10.84
174323,11.23
174329,11.48
174335,11.26
174341,11.03
174347,11.14
174353,10.41
174359,9.6
174365,8.86
174371,8.23
174377,7.45
174383,7.03
174389,6.94
174395,7.54
174401,8.18
174407,7.6
174413,7.09
174419,8.04
174425,8.8
174431,10.11
174437,9.72
174443,11.24
174449,11.82
174455,12.6
174461,13.22
174467,14.32
174473,14.78
174479,14.52
174485,14.95
174491,15.12
174497,14.71
174503,13.99
174509,13.96
174515,13.38
174521,13.14
174527,12.7
174533,12.77
174539,11.91
174545,11.03
174551,10.47
174557,9.97
174563,10.44
174569,11.42
174575,13.87
174581,16.08
174587,17.66
174593,17.46
174599,18.34
174605,17.68
174611,18.08
174617,18.28
174623,17.55
174629,18.01
174635,16.78
174641,15.82
174647,15.38
174653,14.98
174659,14.6
174665,14.0
174671,12.6
174677,11.62
174683,10.99
174689,9.56
174695,9.92
174701,9.44
174707,9.57
174713,12.56
174719,15.55
174725,17.71
174731,19.64
174737,21.74
174743,22.91
174749,23.57
174755,23.12
174761,22.28
174767,21.91
174773,22.55
174779,22.33
174785,21.11
174791,20.68
174797,19.04
174803,18.08
174809,17.21
174815,14.58
174821,14.13
174827,13.12
174833,11.68
174839,13.37
174845,12.19
174851,12.99
174857,14.77
174863,16.73
174869,19.74
174875,22.84
174881,26.13
174887,27.94
174893,29.23
174899,30.02
174905,30.47
174911,29.43
174917,29.92
174923,28.88
174929,27.92
174935,25.94
174941,24.65
174947,23.23
174953,21.89
174959,19.6
174965,17.37
174971,18.26
174977,18.49
174983,17.97
174989,17.29
174995,18.8
175001,19.57
175007,21.46
175013,23.88
175019,24.17
175025,25.1
175031,25.96
175037,26.15
175043,27.16
175049,27.91
175055,27.09
175061,26.09
175067,22.69
175073,21.34
175079,20.94
175085,20.01
175091,18.9
175097,17.54
175103,16.42
175109,15.83
175115,14.88
175121,13.87
175127,13.02
175133,12.6
175139,12.41
175145,14.93
175151,18.25
175157,19.19
175163,19.75
175169,20.17
175175,21.03
175181,21.61
175187,21.22
175193,21.98
175199,21.91
175205,22.09
175211,20.99
175217,20.23
175223,19.12
175229,18.24
175235,17.07
175241,16.73
175247,15.42
175253,14.19
175259,13.47
175265,13.14
175271,12.1
175277,11.46
175283,11.52
175289,11.67
175295,12.13
175301,13.08
175307,16.01
175313,17.79
175319,19.37
175325,21.35
175331,21.69
175337,22.27
175343,22.83
175349,23.1
175355,22.09
175361,20.9
175367,19.85
175373,18.09
175379,17.05
175385,15.76
175391,15.44
175397,14.33
175403,13.4
175409,12.76
175415,12.37
175421,11.89
175427,13.43
175433,14.81
175439,15.13
175445,17.09
175451,18.87
175457,20.42
175463,21.26
175469,22.47
175475,23.56
175481,24.38
175487,24.5
175493,23.4
175499,20.29
175505,18.42
175511,18.21
175517,18.26
175523,17.29
175529,16.78
175535,16.5
175541,15.99
175547,15.75
175553,14.94
175559,14.19
175565,14.28
175571,15.81
175577,14.78
175583,14.69
175589,13.93
175595,14.95
175601,16.22
175607,15.88
175613,16.33
175619,17.12
175625,17.27
175631,16.06
175637,15.36
175643,14.81
175649,14.43
175655,13.99
175661,13.27
175667,12.32
175673,11.13
175679,9.79
175685,8.73
175691,8.12
175697,7.33
175703,7.13
175709,6.25
175715,7.97
175721,9.58
175727,12.46
175733,15.87
175739,17.99
175745,18.51
175751,19.45
175757,20.36
175763,20.36
175769,20.88
175775,21.01
175781,21.11
175787,20.96
175793,19.47
175799,17.19
175805,15.99
175811,14.9
175817,13.67
175823,12.42
175829,12.1
175835,10.32
175841,10.2
175847,9.69
175853,9.56
175859,10.22
175865,12.4
175871,12.1
175877,13.05
175883,14.32
175889,15.23
175895,14.2
175901,13.91
175907,14.41
175913,14.34
175919,12.73
175925,11.11
175931,9.84
175937,9.19
175943,8.33
175949,7.81
175955,7.04
175961,6.61
175967,6.59
175973,6.07
175979,5.7
175985,5.52
175991,5.4
175997,5.46
176003,5.32
176009,5.49
176015,5.63
176021,5.13
176027,6.52
176033,7.18
176039,7.55
176045,7.23
176051,7.16
176057,7.59
176063,7.9
176069,7.91
176075,7.66
176081,7.6
176087,7.33
176093,7.17
176099,7.12
176105,7.07
176111,6.99
176117,6.99
176123,6.99
176129,7.01
176135,7.19
176141,7.25
176147,7.48
176153,8.18
176159,8.92
176165,9.54
176171,11.16
176177,11.27
176183,12.11
176189,12.07
176195,13.11
176201,14.01
176207,11.88
176213,12.1
176219,11.96
176225,11.47
176231,10.96
176237,10.21
176243,9.34
176249,9.08
176255,8.53
176261,7.98
176267,8.44
176273,8.43
176279,8.61
176285,8.81
176291,8.81
176297,9.41
176303,10.77
176309,12.75
176315,15.8
176321,18.03
176327,18.18
176333,19.18
176339,20.02
176345,20.13
176351,20.93
176357,20.54
176363,20.15
176369,17.99
176375,16.86
176381,15.29
176387,13.85
176393,12.91
176399,12.48
176405,11.52
176411,10.9
176417,10.09
176423,9.73
176429,10.51
176435,11.25
176441,12.79
176447,16.06
176453,16.32
176459,15.95
176465,16.75
176471,17.57
176477,18.99
176483,20.29
176489,20.78
176495,20.76
176501,20.98
176507,20.38
176513,19.49
176519,18.72
176525,17.55
176531,17.55
176537,16.27
176543,15.47
176549,15.03
176555,14.0
176561,12.97
176567,12.54
176573,12.65
176579,13.85
176585,16.54
176591,19.51
176597,21.86
176603,22.47
176609,22.75
176615,23.32
176621,24.44
176627,24.64
176633,24.97
176639,25.89
176645,25.28
176651,25.55
176657,24.39
176663,23.59
176669,23.17
176675,22.58
176681,21.75
176687,20.14
176693,20.7
176699,20.9
176705,19.81
176711,19.48
176717,20.24
176723,20.0
176729,20.49
176735,22.39
176741,24.48
176747,26.5
176753,27.39
176759,28.45
176765,29.09
176771,29.18
176777,29.1
176783,29.07
176789,24.73
176795,22.29
176801,20.75
176807,19.67
176813,17.37
176819,16.62
176825,13.29
176831,12.75
176837,12.9
176843,12.44
176849,11.79
176855,11.69
176861,10.83
176867,9.67
176873,9.61
176879,9.92
176885,9.89
176891,10.49
176897,11.28
176903,11.24
176909,12.52
176915,13.24
176921,13.49
176927,12.95
176933,12.46
176939,12.29
176945,10.07
176951,8.18
176957,7.31
176963,6.72
176969,6.46
176975,5.97
176981,5.29
176987,4.36
176993,3.55
176999,2.66
177005,3.01
177011,5.44
177017,6.68
177023,6.72
177029,6.66
177035,7.52
177041,7.59
177047,7.93
177053,9.63
177059,9.67
177065,10.09
177071,10.3
177077,10.07
177083,10.0
177089,9.6
177095,8.89
177101,8.37
177107,8.03
177113,6.89
177119,5.63
177125,4.3
177131,3.07
177137,2.44
177143,1.65
177149,1.83
177155,3.8
177161,5.42
177167,9.0
177173,10.33
177179,11.69
177185,12.52
177191,13.96
177197,14.6
177203,15.6
177209,16.84
177215,16.61
177221,16.99
177227,16.37
177233,14.98
177239,13.12
177245,11.71
177251,10.96
177257,11.02
177263,10.25
177269,9.78
177275,8.22
177281,7.21
177287,6.01
177293,6.53
177299,8.73
177305,11.05
177311,13.55
177317,14.88
177323,15.67
177329,16.78
177335,17.26
177341,13.88
177347,8.81
177353,10.91
177359,10.59
177365,10.64
177371,11.11
177377,9.46
177383,8.62
177389,7.8
177395,7.54
177401,6.56
177407,6.02
177413,6.91
177419,6.97
177425,7.07
177431,6.79
177437,6.72
177443,6.85
177449,8.36
177455,8.2
177461,8.98
177467,9.57
177473,8.47
177479,10.5
177485,11.5
177491,12.03
177497,12.26
177503,10.02
177509,10.33
177515,11.0
177521,8.87
177527,7.67
177533,6.63
177539,5.98
177545,5.79
177551,5.54
177557,5.18
177563,4.61
177569,3.86
177575,3.54
177581,3.82
177587,6.19
177593,7.26
177599,7.91
177605,8.87
177611,9.76
177617,10.46
177623,11.26
177629,12.02
177635,12.45
177641,13.24
177647,13.14
177653,13.76
177659,13.8
177665,12.02
177671,10.56
177677,9.35
177683,8.42
177689,8.11
177695,6.97
177701,6.67
177707,6.37
177713,6.21
177719,5.99
177725,6.37
177731,8.21
177737,9.35
177743,11.13
177749,11.76
177755,13.48
177761,14.62
177767,15.27
177773,16.19
177779,16.67
177785,17.5
177791,18.73
177797,18.42
177803,18.25
177809,17.58
177815,16.91
177821,15.18
177827,13.73
177833,13.8
177839,13.66
177845,13.34
177851,13.26
177857,12.49
177863,12.36
177869,12.1
177875,13.01
177881,14.93
177887,16.11
177893,18.11
177899,19.77
177905,19.37
177911,20.23
177917,21.78
177923,21.2
177929,22.99
177935,23.84
177941,23.76
177947,23.56
177953,22.34
177959,20.77
177965,19.72
177971,18.19
177977,17.15
177983,15.69
177989,14.62
177995,13.06
178001,12.41
178007,11.93
178013,13.01
178019,14.8
178025,17.07
178031,18.91
178037,20.62
178043,22.49
178049,24.12
178055,24.81
178061,25.63
178067,26.74
178073,27.58
178079,28.45
178085,27.16
178091,26.36
178097,24.51
178103,23.19
178109,22.01
178115,21.6
178121,20.12
178127,19.61
178133,17.75
178139,16.39
178145,15.74
178151,14.32
178157,14.51
178163,15.7
178169,17.08
178175,17.8
178181,19.58
178187,21.21
178193,24.07
178199,24.52
178205,25.65
178211,25.76
178217,25.91
178223,25.33
178229,25.11
178235,24.61
178241,24.14
178247,23.32
178253,22.26
178259,20.86
178265,19.73
178271,19.43
178277,18.24
178283,17.34
178289,16.33
178295,14.5
178301,14.51
178307,15.99
178313,18.55
178319,21.1
178325,22.78
178331,24.59
178337,25.34
178343,26.14
178349,26.33
178355,27.0
178361,27.11
178367,27.62
178373,27.71
178379,27.38
178385,26.17
178391,25.11
178397,22.88
178403,22.04
178409,20.12
178415,20.2
178421,19.4
178427,18.45
178433,16.91
178439,16.46
178445,17.11
178451,19.39
178457,20.41
178463,21.35
178469,22.91
178475,24.8
178481,25.9
178487,26.21
178493,26.83
178499,27.33
178505,27.52
178511,27.79
178517,27.98
178523,27.79
178529,26.13
178535,24.94
178541,22.88
178547,21.73
178553,20.59
178559,19.5
178565,18.95
178571,18.38
178577,17.19
178583,16.31
178589,16.05
178595,15.91
178601,16.21
178607,16.83
178613,17.81
178619,20.09
178625,20.97
178631,21.9
178637,22.5
178643,22.84
178649,23.28
178655,23.44
178661,23.59
178667,23.08
178673,21.86
178679,20.45
178685,19.57
178691,17.75
178697,16.61
178703,15.55
178709,14.54
178715,13.49
178721,12.49
178727,11.51
178733,11.26
178739,12.02
178745,13.11
178751,14.51
178757,15.36
178763,16.47
178769,17.58
178775,18.75
178781,19.4
178787,19.78
178793,20.49
178799,20.84
178805,21.26
178811,20.93
178817,19.94
178823,18.56
178829,17.61
178835,15.22
178841,13.86
178847,12.78
178853,11.66
178859,10.22
178865,10.06
178871,9.33
178877,10.13
178883,12.54
178889,13.41
178895,15.33
178901,17.53
178907,18.84
178913,19.73
178919,19.89
178925,20.64
178931,21.13
178937,21.69
178943,21.33
178949,21.79
178955,21.72
178961,20.52
178967,19.31
178973,17.92
178979,16.86
178985,15.79
178991,14.22
178997,13.82
179003,13.3
179009,13.1
179015,12.81
179021,12.89
179027,14.95
179033,15.21
179039,17.89
179045,18.62
179051,19.18
179057,19.5
179063,20.29
179069,20.92
179075,21.61
179081,21.81
179087,22.61
179093,23.33
179099,21.52
179105,20.19
179111,19.35
179117,17.58
179123,16.14
179129,15.43
179135,14.24
179141,13.42
179147,13.26
179153,12.52
179159,12.27
179165,11.8
179171,12.28
179177,15.18
179183,18.37
179189,21.01
179195,21.44
179201,21.23
179207,22.35
179213,21.94
179219,22.46
179225,22.69
179231,23.26
179237,22.88
179243,22.44
179249,21.41
179255,20.43
179261,18.62
179267,16.56
179273,16.12
179279,14.78
179285,13.71
179291,12.66
179297,11.59
179303,11.56
179309,11.67
179315,12.03
179321,13.68
179327,18.85
179333,20.48
179339,21.85
179345,22.55
179351,22.29
179357,23.48
179363,23.56
179369,21.54
179375,21.31
179381,20.93
179387,20.53
179393,19.03
179399,17.46
179405,16.17
179411,15.36
179417,14.2
179423,13.06
179429,11.79
179435,11.23
179441,10.65
179447,10.76
179453,10.65
179459,12.24
179465,13.61
179471,17.2
179477,17.87
179483,19.09
179489,19.84
179495,20.99
179501,21.72
179507,21.99
179513,22.26
179519,21.18
179525,19.75
179531,20.03
179537,18.33
179543,16.84
179549,15.28
179555,14.22
179561,13.13
179567,12.58
179573,11.93
179579,10.97
179585,10.35
179591,9.67
179597,9.83
179603,11.2
179609,13.36
179615,16.83
179621,19.78
179627,20.4
179633,20.18
179639,21.4
179645,20.79
179651,19.99
179657,18.5
179663,15.81
179669,15.73
179675,16.07
179681,15.51
179687,15.13
179693,14.65
179699,13.36
179705,13.24
179711,12.92
179717,12.89
179723,12.61
179729,12.57
179735,11.91
179741,11.82
179747,11.83
179753,12.26
179759,12.29
179765,12.98
179771,13.66
179777,13.8
179783,14.74
179789,15.23
179795,12.11
179801,13.8
179807,13.3
179813,13.36
179819,12.5
179825,12.51
179831,11.92
179837,10.95
179843,10.79
179849,10.85
179855,10.29
179861,9.78
179867,9.44
179873,9.21
179879,9.21
179885,9.45
179891,9.59
179897,10.21
179903,10.57
179909,11.39
179915,12.54
179921,12.94
179927,14.55
179933,15.01
179939,15.45
179945,15.71
179951,15.68
179957,15.59
179963,15.68
179969,14.08
179975,13.05
179981,12.22
179987,10.66
179993,9.52
179999,8.72
180005,8.28
180011,7.23
180017,6.24
180023,5.91
180029,6.0
180035,6.42
180041,7.01
180047,7.66
180053,8.75
180059,9.55
180065,9.68
180071,10.32
180077,10.86
180083,10.66
180089,11.01
180095,11.08
180101,11.27
180107,11.64
180113,10.61
180119,10.53
180125,10.56
180131,10.68
180137,10.7
180143,10.74
180149,10.5
180155,10.04
180161,9.89
180167,9.4
180173,9.07
180179,8.96
180185,9.28
180191,9.48
180197,10.13
180203,10.48
180209,10.66
180215,12.17
180221,14.2
180227,15.66
180233,14.41
180239,14.61
180245,15.7
180251,14.84
180257,14.01
180263,13.08
180269,12.5
180275,11.99
180281,11.79
180287,11.66
180293,10.74
180299,8.43
180305,7.28
180311,6.79
180317,6.92
180323,7.32
180329,8.05
180335,8.74
180341,9.44
180347,10.21
180353,10.67
180359,11.52
180365,11.41
180371,12.07
180377,12.41
180383,12.51
180389,12.66
180395,12.19
180401,11.97
180407,11.12
180413,9.0
180419,7.73
180425,6.75
180431,6.13
180437,5.42
180443,4.42
180449,3.63
180455,3.48
180461,4.83
180467,6.29
180473,7.57
180479,8.48
180485,9.55
180491,11.58
180497,13.84
180503,15.84
180509,15.42
180515,13.47
180521,13.4
180527,14.24
180533,14.36
180539,15.39
180545,15.52
180551,14.39
180557,14.19
180563,13.93
180569,13.86
180575,12.71
180581,12.68
180587,11.68
180593,11.19
180599,11.24
180605,10.27
180611,12.77
180617,13.66
180623,15.92
180629,18.47
180635,19.22
180641,20.42
180647,20.72
180653,19.98
180659,20.44
180665,20.7
180671,19.46
180677,20.82
180683,20.26
180689,19.6
180695,18.99
180701,18.49
180707,17.53
180713,18.63
180719,18.22
180725,18.26
180731,17.97
180737,17.36
180743,17.06
180749,17.12
180755,19.49
180761,19.42
180767,20.1
180773,20.55
180779,20.82
180785,21.8
180791,22.68
180797,22.12
180803,22.4
180809,20.94
180815,21.69
180821,20.88
180827,21.14
180833,19.9
180839,18.52
180845,17.05
180851,16.06
180857,15.59
180863,15.58
180869,15.59
180875,15.24
180881,14.94
180887,14.32
180893,14.73
180899,14.87
180905,16.59
180911,17.1
180917,18.43
180923,18.85
180929,18.85
180935,19.79
180941,20.33
180947,20.26
180953,20.14
180959,20.73
180965,20.35
180971,19.55
180977,18.06
180983,16.19
180989,15.53
180995,14.87
181001,14.19
181007,12.12
181013,11.12
181019,10.78
181025,10.39
181031,10.13
181037,10.98
181043,11.11
181049,13.25
181055,15.03
181061,15.88
181067,16.99
181073,17.05
181079,18.3
181085,18.97
181091,19.36
181097,18.67
181103,19.07
181109,18.52
181115,18.12
181121,17.54
181127,17.0
181133,16.28
181139,15.72
181145,15.11
181151,15.0
181157,14.52
181163,14.1
181169,13.62
181175,13.21
181181,12.93
181187,13.29
181193,15.06
181199,15.43
181205,17.13
181211,18.31
181217,18.63
181223,18.39
181229,18.88
181235,18.88
181241,17.77
181247,17.93
181253,18.0
181259,17.6
181265,16.88
181271,12.9
181277,12.18
181283,11.74
181289,10.99
181295,10.18
181301,9.89
181307,9.61
181313,9.22
181319,9.19
181325,8.76
181331,9.12
181337,11.76
181343,14.66
181349,17.41
181355,17.81
181361,18.03
181367,18.6
181373,19.55
181379,19.77
181385,20.13
181391,19.93
181397,19.72
181403,19.47
181409,18.92
181415,17.15
181421,15.12
181427,15.0
181433,15.18
181439,14.85
181445,14.35
181451,14.23
181457,14.01
181463,13.94
181469,13.91
181475,14.31
181481,14.62
181487,14.64
181493,15.0
181499,15.42
181505,15.49
181511,16.19
181517,16.63
181523,16.77
181529,14.95
181535,13.13
181541,13.07
181547,12.94
181553,12.49
181559,12.33
181565,11.95
181571,11.63
181577,11.36
181583,10.94
181589,10.6
181595,10.4
181601,10.38
181607,10.52
181613,10.71
181619,10.71
181625,10.48
181631,10.68
181637,10.77
181643,10.42
181649,11.43
181655,11.43
181661,11.93
181667,12.64
181673,13.71
181679,14.31
181685,14.94
181691,15.6
181697,14.65
181703,13.32
181709,12.2
181715,11.21
181721,10.54
181727,9.88
181733,9.08
181739,8.8
181745,8.42
181751,8.26
181757,8.14
181763,8.91
181769,10.81
181775,13.61
181781,16.6
181787,18.72
181793,21.04
181799,21.35
181805,21.67
181811,22.14
181817,21.66
181823,22.34
181829,23.94
181835,23.2
181841,22.63
181847,21.32
181853,19.49
181859,18.31
181865,17.94
181871,16.09
181877,15.93
181883,15.0
181889,13.28
181895,12.87
181901,14.75
181907,15.2
181913,15.82
181919,19.09
181925,23.2
181931,24.89
181937,25.22
181943,24.65
181949,22.8
181955,22.06
181961,20.84
181967,21.66
181973,20.92
181979,20.79
181985,19.98
181991,19.38
181997,18.17
182003,17.21
182009,16.28
182015,16.32
182021,16.27
182027,16.04
182033,15.29
182039,14.78
182045,14.84
182051,15.18
182057,15.36
182063,15.6
182069,15.82
182075,17.33
182081,18.99
182087,19.84
182093,20.7
182099,21.36
182105,22.08
182111,22.88
182117,23.64
182123,23.13
182129,21.78
182135,20.59
182141,18.13
182147,16.43
182153,15.22
182159,13.86
182165,12.84
182171,12.49
182177,11.93
182183,11.68
182189,12.72
182195,15.11
182201,18.63
182207,20.51
182213,21.55
182219,22.67
182225,24.57
182231,28.14
182237,29.76
182243,29.55
182249,30.2
182255,30.34
182261,29.42
182267,27.99
182273,25.8
182279,23.06
182285,20.33
182291,19.09
182297,18.03
182303,17.66
182309,17.04
182315,16.9
182321,16.39
182327,15.22
182333,14.85
182339,16.32
182345,17.21
182351,18.28
182357,19.31
182363,20.2
182369,21.41
182375,22.42
182381,23.46
182387,23.63
182393,23.08
182399,23.6
182405,23.32
182411,22.73
182417,22.27
182423,20.71
182429,19.87
182435,19.08
182441,18.28
182447,16.44
182453,15.92
182459,15.92
182465,15.92
182471,15.86
182477,15.88
182483,16.11
182489,16.36
182495,16.4
182501,17.04
182507,18.32
182513,18.13
182519,18.05
182525,18.03
182531,18.05
182537,18.06
182543,17.99
182549,17.51
182555,17.37
182561,17.19
182567,16.98
182573,16.77
182579,16.32
182585,15.82
182591,15.59
182597,15.44
182603,15.2
182609,14.92
182615,14.59
182621,14.15
182627,14.11
182633,13.71
182639,13.67
182645,13.89
182651,14.34
182657,14.33
182663,15.25
182669,15.54
182675,15.4
182681,15.12
182687,15.43
182693,15.91
182699,15.75
182705,15.87
182711,15.71
182717,15.75
182723,15.77
182729,15.68
182735,15.66
182741,15.36
182747,15.82
182753,15.3
182759,15.13
182765,15.68
182771,17.27
182777,18.77
182783,19.24
182789,20.08
182795,20.22
182801,21.06
182807,21.12
182813,21.34
182819,21.77
182825,22.11
182831,21.37
182837,21.25
182843,19.88
182849,19.5
182855,17.72
182861,16.2
182867,15.28
182873,13.53
182879,11.86
182885,11.72
182891,11.02
182897,9.81
182903,9.66
182909,11.22
182915,12.9
182921,14.88
182927,17.91
182933,19.83
182939,20.18
182945,20.85
182951,21.68
182957,21.96
182963,21.72
182969,21.32
182975,21.55
182981,21.86
182987,20.44
182993,19.33
182999,18.26
183005,16.77
183011,15.53
183017,14.27
183023,13.36
183029,12.53
183035,11.9
183041,10.91
183047,10.56
183053,11.34
183059,13.6
183065,14.94
183071,17.78
183077,21.11
183083,22.16
183089,22.95
183095,23.06
183101,23.12
183107,22.79
183113,21.86
183119,21.47
183125,21.05
183131,18.26
183137,16.39
183143,14.6
183149,14.12
183155,13.22
183161,12.61
183167,12.29
183173,12.68
183179,13.44
183185,13.26
183191,12.49
183197,12.26
183203,14.28
183209,14.07
183215,14.55
183221,15.67
183227,17.06
183233,17.44
183239,18.21
183245,16.46
183251,14.38
183257,18.02
183263,18.15
183269,18.1
183275,15.16
183281,12.72
183287,12.69
183293,12.62
183299,12.41
183305,12.26
183311,11.97
183317,11.48
183323,11.1
183329,10.68
183335,10.23
183341,11.5
183347,12.72
183353,13.1
183359,13.07
183365,13.4
183371,13.31
183377,13.36
183383,14.22
183389,15.19
183395,15.53
183401,16.48
183407,17.78
183413,18.04
183419,17.81
183425,16.75
183431,15.64
183437,14.62
183443,13.59
183449,11.16
183455,10.26
183461,9.83
183467,9.02
183473,8.44
183479,7.89
183485,8.69
183491,10.71
183497,12.65
183503,14.89
183509,16.4
183515,19.76
183521,20.9
183527,22.47
183533,23.04
183539,23.08
183545,19.79
183551,21.55
183557,22.3
183563,21.57
183569,18.69
183575,17.1
183581,17.06
183587,16.9
183593,16.6
183599,16.08
183605,15.2
183611,14.99
183617,14.58
183623,14.36
183629,14.69
183635,15.53
183641,16.44
183647,19.46
183653,20.55
183659,21.62
183665,22.76
183671,23.99
183677,25.07
183683,26.24
183689,26.86
183695,27.14
183701,27.98
183707,26.33
183713,25.33
183719,24.37
183725,23.29
183731,22.36
183737,21.5
183743,20.84
183749,19.74
183755,19.15
183761,18.02
183767,16.88
183773,17.71
183779,19.36
183785,21.78
183791,24.75
183797,25.24
183803,27.2
183809,28.42
183815,29.78
183821,30.67
183827,28.17
183833,30.3
183839,31.1
183845,29.54
183851,29.79
183857,28.07
183863,26.7
183869,25.95
183875,24.52
